uid,email,username,first_name,last_name,impact_score,company,job_title,education,university,major,num_follower,communication_services,consumer_discretionary,consumer_staples,energy,financials,health_care,industrials,information_technology,materials,real_estate,utilities,Fraud_Detection,Risk_Scoring,Healthcare,Internet_Search,Marketing_Effectiveness,Website_Recommendations,Image_Recognition,Speech_Recognition,Airline_Route_Planning,Price_Analytics,Supply_Chain_Optimization,Talent_Acquisition_Analytics,Environment_Analytics,Epidemiology,Social_Policy,Evaluation_and_Assessment,filter_test,filter_spam,filter_spam_2,project_list,covid_competition,news_competition,property_competition,restaurant_competition,investment_competition,recency
6240,carla28@gmail.com,ojones,Scott,Reynolds,10.334769340771665,depaul university,student,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(965, 'Impact of News Sentiment on the Stock Market', None, None)]",True,False,False,False,False,0
2496,mooneyxavier@uconn.edu,haydenrobert,Alex,Brown,10.076576756639126,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(723, 'Spatiotemporal Analysis on Risk of COVID-19 in locations in and around the City of Los Angeles', None, None)]",False,False,False,False,False,0
9552,timothydaniel@gmail.com,cmartinez,James,Jones,9.986725417784132,auburn university,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,True,False,False,True,False,0
2544,ian84@mail.brandman.edu,iangraham,Heather,Romero,9.788168496639127,l2 inc,abc,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(715, 'California County Global Health Outbreak Readiness Study', None, None)]",False,False,False,False,False,0
10722,anthony40@protonmail.com,jessicabrown,Edwin,Reese,9.36519054,nan,lead data scientist,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1320, 'Top 25 Restaurants By Orders', None, None)]",False,False,False,True,False,0
6300,scottwallace@gmail.com,jesseedwards,Jason,Flores,9.322422266161732,institute technolgy sepuluh nopember,graduate student ms in data science,nan,nan,electronics and communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(978, 'Stock Market Analysis Project', None, None)]",False,False,False,False,False,0
2370,cody52@gmail.com,rodneytaylor,Jason,Griffin,9.01011056298753,nan,lead software engineer,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(701, 'COVID challenge - the risk of re-opening Los Angeles county', None, None)]",False,False,False,False,False,0
6792,rebeccahicks@okstate.edu,edwardsanthony,Maria,Parker,8.94369166616173,telkom university,student,nan,nan,education doctoral program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1013, 'RMDS 2021 Data Science Competition', None, None)]",False,False,False,False,False,0
6786,walkeramy@okstate.edu,dwright,Caitlin,Anderson,8.94369166616173,test,reconversion,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1007, 'Impact of News Sentiment on Stock Prices', None, None)]",False,False,False,False,False,0
6270,garciajames@okstate.edu,garzabenjamin,Sarah,Martinez,8.94369166616173,nuraga,nan,nan,california state university east bay,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1016, 'RMDS 2021 competition_TotheMoon', None, None)]",False,False,False,False,False,0
10890,tnichols@gmail.com,chloemitchell,Jennifer,Freeman,8.749015411155773,beck ag,nan,some college no degree,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(9620, 'INVESTMENT ANALYSIS BY MORNINGSTAR CATEGORY IN AMERICA', None, None)]",False,False,False,False,False,0
6444,fmcintosh@usc.edu,eric95,Zachary,Anderson,8.536162134423261,university of st thomas,nan,masters degree,nan,economics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1012, 'Stock price prediction and trading strategies', None, None)]",False,False,False,False,False,0
492,alyssaross@gmail.com,burtonkristen,Robert,Williams,8.2096119594,nan,consulting,nan,nan,nan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(394, 'PermissionedBC-IoT-Cloud', None, 'Python')]",False,False,False,False,False,0
10560,tsutton@lion.lmu.edu,doylevincent,Faith,Blair,8.16519054,nan,director research,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,"[(1381, 'Team LMU Lions: Restaurant Dashboard Analytics', None, None)]",False,False,False,False,False,0
6342,burkenicole@outlook.com,heather14,Jill,Young,7.677819582987531,oklahoma state university,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1019, '""Putting Stock"" in Sentiment: An Examination of the Relationship Between Closing Stock Prices and Daily News Stories', None, None)]",False,False,True,False,False,0
9366,mistyklein@gmail.com,sheryl62,Joanna,Wilkerson,7.660118909522604,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1188, 'Team 7 - Property Price Trend Prediction using Jupyter Notebook in Python', None, None)]",False,True,True,False,True,17
10746,leeerica@gmail.com,douglas01,Kyle,Walsh,7.625190539999998,universitas padjadjaran,technologist,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1351, 'Restaurant Business Opportunity Analysis by the Data', None, None)]",False,False,False,False,False,0
10686,vrogers@gmail.com,kbryant,Leonard,Roberts,7.625190539999998,oklahoma state university,pa ii,nan,nan,economics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1317, 'Dataset Restaurant Solution', None, None)]",False,False,False,False,False,0
9132,gomezjonathan@gmail.com,kim69,Yolanda,Wolfe,7.4591822,american university of beirut,student,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1086, 'Stroke Prediction', None, None), (1087, 'Washington Real Estate', None, None)]",False,False,False,False,False,0
6486,michaelphelps@gmail.com,ahernandez,Theresa,Wright,7.3815762229875315,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(991, 'Prediction of S&P 500', None, None)]",False,False,False,False,False,0
2862,perrytanya@rmdslab.com,dbennett,Blake,Dudley,7.090922359264536,nan,nan,less than high school,nan,financial engineering,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
1716,kevin69@usc.edu,courtneyreynolds,Ann,Norton,6.7616190000000005,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
3486,vaguilar@gmail.com,jessicajones,Brianna,Ritter,6.509663721356753,nan,ml engineer,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,True,False,0
16782,fescobar@gmail.com,murphyashley,Paula,Williams,6.4997886000000005,cottonwood vending,doctor,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(9627, 'Responsible Investing by using Machine Learning', None, None)]",False,False,False,False,False,0
10704,millercarolyn@gmail.com,hunter43,Joshua,Turner,6.49971174,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,"[(1348, 'Analyzing the Effect of Prices and Reviews on Restaurant Ratings', None, None)]",False,False,False,False,False,0
10710,gabriellakirby@gmail.com,kimberlyporter,Elizabeth,Rogers,6.49971174,nan,mba,nan,nan,physics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1334, 'Analysis of favorite foods  based on available stores', None, None)]",False,False,False,False,False,0
10716,troberts@students.unila.ac.id,jessica50,Zachary,Gregory,6.49971174,xinnuo,manager,masters degree,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1376, 'Effect of Food Menu on Restaurant Rating', None, None)]",False,False,False,False,False,0
10470,eileensteele@okstate.edu,sbarker,Elizabeth,Jimenez,6.49971174,university of california los angeles,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1383, 'Developing an Analytics Dashboard to Improve Restaurant Performance in Los Angeles County', None, None)]",False,False,False,False,False,0
10638,raytodd@okstate.edu,nknox,Laurie,Dawson,6.46276728,wayne state university,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(9632, 'Brace for Impact Oklahoma State University Team 4 submission', None, None)]",False,False,False,False,False,13
16968,drewchavez@ur.rochester.edu,deannarobertson,Nancy,Bond,6.46276728,nan,msc student  computational intelligence for data analytics ,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(9630, 'Team ESG Gurus (Recommending a portfolio optimization strategy to ESG investors)', None, None)]",False,False,False,False,False,0
702,anthonymartinez@gmail.com,ralphmiller,Austin,Thomas,6.295274649522604,nan,nan,bachelors degree,nan,industrial engineering,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
2958,thomasward@ucsc.edu,muellertyler,Matthew,Perez,5.841237091953299,binus aso school of engineering,nan,nan,university of california los angeles,nan,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(26, '311, average customers for approxim', 'for daily vehicle in the lobbyist system at least one COVID-19, see https://data.cityofchicago.org/browse?limitTo=datasets&filesTo=datasets&tags=', 'R'), (1047, 'its to the following link for more information about this dataset', ""for more more detailed in the City's Facility System of Record (FSR). This dataset was developed through a process involving some of the primary stewards for the facility data and their stakeholders."", None)]",False,False,False,False,False,0
8712,jdixon@rmdslab.com,johnrobinson,Allison,Williams,4.995425870324631,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9510,steven14@gmail.com,james03,Rebecca,Singh,6.3120098168559435,optimize ai technology solutions,student,less than high school,nan,nan,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"[(1447, ""for more detailed by the City's Facility System of"", 'for two many quarterly.""\nBudget - 2018 Budget Ordinance - Positions and Salaries - Position Salaries,""The Annual Appropriation Ordinance is the final City operating budget as approv', 'C++'), (250, 'and their made to the disclosure that are', 'and reported by the Business Since Portal.""\nPermit Issued - PAPIUCE,""Data from Summary of approximately joining reasonal features.  Disclaimer', 'C++'), (1901, '311���s crews in 2017.\r\nTo', '. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the """"Download"""" link above and choose """"Save link as.""""""', 'R'), (817, 'and daily statistics in the Board', '1,0004-3033-1134434b4-11-113113-11-11311 callers to calls for provide recycle-based database: """"All Open Data Program - 311', 'Other'), (141, 'its remove the many of the permit, for', ', progress, and fatalities.  The data was presented by building type of municipal services.  This metric tracks the complete of the amount of dates of the licensed its housing of the un', 'C'), (993, 'for the type of permits issued or hours/m', 'to the City Council. The data portal with the 2010 counts are included in this dataset. Resy has manually updated daily and grouped by a street several 4.  For mouncediative data related', 'Java'), (984, ', a new group of population, and', 'its properties that are shown at least one value. The like Stately to the five facility real arts of trucker. For the number of, please see http://data.cityofchicago.org/browse', 'Python'), (1143, ', the data set of the unit types of most', 'for a year, including summer children age gival method.\nPopulation of City Planning Department of Buildings (DOB) are identified by the City���s operating budget as approved and approved by the', 'Other')]",False,False,False,False,False,0
2874,upatterson@gmail.com,christinabean,Kristen,Roman,4.652906400000001,msc student ,the guy,nan,nan,computer science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,True,False,False,False,0
10266,tammierice@ur.rochester.edu,amandahill,Michael,Lee,4.6072258431742,appchurch,founder,nan,nan,applied mathematics and statistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,True,False,0
984,nguyengary@caltech.edu,dwatson,Amy,Marshall,4.554034011155774,formulatedby,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9084,collinscarrie@gmail.com,amartinez,Rachael,Gates,4.5087996,petra 5 senior high school ,the guy,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,,False,False,False,False,False,0
3978,qoneill@gmail.com,wallfrederick,Steven,Evans,4.475535331155774,nan,child psychotherapist,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
690,kevindavis@gmail.com,matthewmedina,Barry,Reynolds,4.459096790200978,uqam,graduate,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
9804,davisdaniel@usc.edu,paulbrown,Mark,Rangel,4.423369531155774,pt widya inovasi nusantara,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
10656,mcgeehoward@nau.edu,mthomas,Maria,Zhang,4.4045827977841325,nan,founder,doctoral or professional degree,claremont graduate university,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,False,False,False,False,False,0
